,PMCID,sentence_id,CONSORT_Item,labels,section,text,metamap_concepts,metamap_concepts_text,metamap_semantictypes
175,PMC3018567,S57,"['8a', '8b']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Randomisation and masking,"the randomisation code was generated by the trial statistician with a computer-generated random number sequence, with block size 100.","['C3889831', 'C0009622', 'C1706084', 'C0439605', 'C2828370', 'C1519249', 'C0009219', 'C0332206', 'C0034656', 'C0004793', 'C0162327', 'C3853789', 'C0028778', 'C0449788', 'C0805701', 'C1533157', 'C0456389', 'C0237753', 'C4684804', 'C0162326']","['Sequence - TransmissionRelationshipTypeCode', 'Base Sequence', 'Count of entities', 'Obstruction', 'Randomization', 'Trial Statistician', 'Computers', 'DNA Sequence', 'Random', 'Block (unit of measure)', 'Block Specimens', 'Numbers', 'RNA Sequence', 'Coding', 'Blocking', 'size', 'Code', '(City) Block', 'Sequence', 'eTMF Content Model Code']","['inpr', 'nusq', 'geoa', 'prog', 'ocac', 'ftcn', 'mnob', 'patf', 'bdsu', 'qlco', 'spco', 'resa', 'qnco']"
176,PMC3018567,S58,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Randomisation and masking,treatments were packed in sealed envelopes and labelled with an allocation number by colleagues at the medical research council unit in entebbe who did not otherwise contribute to the trial.,"['C2828361', 'C1706778', 'C1707660', 'C1704753', 'C3853603', 'C0439148', 'C0087111', 'C0079816', 'C1515981', 'C0008976', 'C1880177', 'C1880519', 'C0439453', 'C0449788', 'C1509845', 'C1519795', 'C1551807', 'C3272598', 'C1518422', 'C0237753']","['Council Eskimos', 'Count of entities', 'Negation', 'Medical Research activity', 'Unit - NCI Thesaurus Property', 'Unit device', 'WHO Temperature/Humidity Storage Condition', 'Clinical Trials', 'And', 'Contribution', 'Do (activity)', 'Numbers', 'Unit', 'Deidentification', 'Allocation', 'Unit of Measure', 'International Unit', 'Therapeutic procedure', 'Storage Unit', 'Enzyme Unit']","['idcn', 'acty', 'topp', 'popg', 'medd', 'ftcn', 'mnob', 'qlco', 'resa', 'qnco', 'mcha']"
177,PMC3018567,S59,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,treatments were allocated in numerical order by trained interviewer-counsellors who observed the patients taking the treatment correctly on enrolment to the study.,"['C0021821', 'C0030705', 'C1705175', 'C1705169', 'C3887704', 'C0087111', 'C1705178', 'C1705177', 'C1705176', 'C2603343', 'C1522326', 'C1533734', 'C3889825', 'C1882348', 'C3272598', 'C0237753', 'C0039798', 'C3538994']","['Order (action)', 'Sequence of Planned Assessment Schedule', 'Order (document)', 'Treatment Epoch', 'WHO Temperature/Humidity Storage Condition', 'Biomaterial Treatment', 'Numbers', 'Treating', 'Patients', 'Administration procedure', 'Study', 'therapeutic aspects', 'Interviewers', 'treatment - ActInformationManagementReason', 'Therapeutic procedure', 'Order (arrangement)', 'Permutation', 'Order (taxonomic)']","['inpr', 'acty', 'prog', 'clas', 'topp', 'ftcn', 'cnce', 'qlco', 'podg', 'resa', 'hlca', 'qnco']"
178,PMC3018567,S60,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,treatment allocation was masked from all participants and staff during the study.,"['C1706778', 'C0679646', 'C3887704', 'C1705169', 'C0087111', 'C1515981', 'C0851286', 'C2603343', 'C1522326', 'C0444868', 'C1533734', 'C1947908', 'C0039798', 'C3538994']","['Treatment Epoch', 'All', 'Biomaterial Treatment', 'And', 'Treating', 'Administration procedure', 'Study', 'Staff', 'Allocation', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'On Staff', 'Therapeutic procedure', 'Participant']","['idcn', 'acty', 'prog', 'topp', 'popg', 'ftcn', 'cnce', 'resa', 'hlca', 'qnco']"
179,PMC3018567,S62,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"demographic and clinical details, and blood samples were obtained at screening; stool samples were obtained before enrolment.","['C0015733', 'C0178913', 'C0011298', 'C1515981']","['Demography', 'Feces', 'And', 'Blood specimen']","['bdsu', 'ocdi', 'idcn']"
180,PMC3018567,S63,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Procedures,"after enrolment, women continued to receive standard antenatal care, including haematinics, tetanus immunisation, and intermittent presumptive treatment for malaria twice after their first trimester of pregnancy; women with hiv were offered intrapartum and neonatal single-dose nevirapine for prevention of mother-to-child (vertical) hiv transmission.22","['C3887704', 'C1705169', 'C1948050', 'C0032961', 'C1515981', 'C1521797', 'C2939425', 'C2700409', 'C0039614', 'C0024530', 'C0205267', 'C0043210', 'C0020971', 'C0042196', 'C0026591', 'C0018928', 'C0680063', 'C0039798', 'C3538994', 'C3541306', 'C0178602', 'C0242781', 'C3640893', 'C1442989', 'C0040722', 'C0332257', 'C0305062', 'C0205128', 'C0008059', 'C0019682', 'C2984572', 'C1706420', 'C0205171', 'C2828392', 'C0087136', 'C0087111', 'C0032979', 'C0033052', 'C0199176', 'C1522326', 'C1533734', 'C0021289']","['Woman', 'Vaccination', 'Plasmodium Measurement', 'HIV', 'Biomaterial Treatment', 'And', 'Standard (document)', 'transmission process', 'disease transmission qualifier', 'Immunization', 'prevention aspects', 'Malaria Pathway', 'Infant, Newborn', 'Therapeutic procedure', 'Unmarried', 'Prenatal care', 'Vertical', 'Presumptive', 'Hematinics', 'Administration procedure', 'Pregnancy', 'Intermittent', 'Offspring', 'Pregnancy Trimester, First', 'Dosage', 'Standard (qualifier)', 'Treatment Epoch', 'Malaria', 'Prophylactic treatment', 'Singular', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Twice (Numerical Qualifier)', 'Mother (person)', 'Child', 'Tetanus', 'Prevention Study', 'tetanus toxoid vaccine, inactivated', 'Including (qualifier)', 'disease transmission', 'Treating', 'Neonatal (qualifier value)']","['famg', 'topp', 'fndg', 'qlco', 'virs', ' phsu', 'hlca', 'phsu', 'inpr', 'idcn', 'aggp', 'lbpr', 'patf', 'imft', 'resa', ' aapp', 'npop', 'orgf', 'popg', 'ftcn', 'tmco', 'dsyn', 'cnce', 'spco', 'qnco']"
181,PMC3018567,S64,"['5', '6a']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",Procedures,"stool samples were obtained after delivery to assess effectiveness of anthelmintic treatment; thereafter, all mothers received praziquantel and albendazole.","['C1280519', 'C0015733', 'C0003158', 'C1705169', 'C3536838', 'C0011209', 'C0087111', 'C0026591', 'C1148523', 'C3538994', 'C3887704', 'C4553491', 'C1522326', 'C1533734', 'C0444868', 'C0039798', 'C1705822']","['Obstetric Delivery', 'Antihelminthic [EPC]', 'Feces', 'Effectiveness', 'Transfer Technique', 'Treatment Epoch', 'Anthelmintics', 'All', 'Biomaterial Treatment', 'Treating', 'Administration procedure', 'Effectiveness (finding)', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Therapeutic procedure', 'Childbirth', 'Mother (person)']","['famg', 'topp', 'ftcn', 'cnce', 'fndg', 'bdsu', 'qlco', 'resa', 'hlca', 'orgf', 'qnco', 'phsu']"
182,PMC3018567,S65,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Procedures,"infants received bcg and polio immunisation at birth; diphtheria, pertussis, tetanus, haemophilus influenzae, hepatitis b, and polio immunisation at 6, 10, and 14 weeks; and measles immunisation at 9 months.","['C0439231', 'C0005615', 'C0018483', 'C1550722', 'C0021270', 'C0439230', 'C0012546', 'C0020971', 'C1515981', 'C0042196', 'C4552978', 'C1148523', 'C0019163', 'C3245487', 'C0199809']","['Vaccination', 'Poliomyelitis vaccination', 'Infant', 'Diphtheria', 'week', 'And', 'Name Given at Birth', 'month', 'Childbirth', 'Immunization', 'Haemophilus influenzae', 'Hepatitis B', 'Haemophilus influenzae Measurement', 'Entity Name Part Qualifier - birth', 'Birth']","['inpr', 'idcn', 'lbpr', 'aggp', 'topp', 'tmco', 'bact', 'dsyn', 'orgf']"
183,PMC3018567,S66,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Procedures,"children also attended the study clinic when unwell; doctors diagnosed, treated, and recorded their illnesses.","['C0008059', 'C0221423', 'C0442592', 'C0011900', 'C2603343', 'C0680063', 'C0031831', 'C0002424']","['Clinic', 'Diagnosis', 'Study', 'Illness (finding)', 'Physicians', 'Offspring', 'Ambulatory Care Facilities', 'Child']","['sosy', 'aggp', 'famg', 'prog', 'mnob', 'diap', 'resa', ' hcro']"
184,PMC3018567,S67,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"community fieldworkers visited each participant's home twice a month, measured the child's temperature, and recorded symptoms reported by the child's carer.","['C0008059', 'C4554048', 'C0679646', 'C0683368', 'C0439231', 'C1457900', 'C1709908', 'C0332177', 'C1948050', 'C2698741', 'C1515981', 'C1457887', 'C0680063', 'C0009462', 'C0005903', 'C0039476', 'C0442519']","['Twice (Numerical Qualifier)', 'Reported By', 'Study Participant', 'Body Temperature', 'Home environment', 'And', 'Temperature', 'month', 'Participant', 'Monthly (qualifier value)', 'Offspring', 'Participant Object', 'Symptoms aspect', 'Each (qualifier value)', 'Symptoms', 'Community', 'Child']","['sosy', 'grup', 'idcn', 'aggp', 'famg', 'clas', 'popg', 'ftcn', 'spco', 'tmco', 'qnco', 'orga']"
185,PMC3018567,S68,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"at age 12 months, blood and stool samples were obtained from the children and growth outcomes were measured.","['C0008059', 'C0220844', 'C2911660', 'C0015733', 'C0439231', 'C0005767', 'C0001779', 'C0229664', 'C1515981', 'C0018270', 'C0680063', 'C0005768', 'C1621966']","['Feces', 'In Blood', 'Blood', 'Tissue Growth', 'growth aspects', 'And', 'Age', 'month', 'Growth', 'Growth action', 'Offspring', 'peripheral blood', 'Child']","['ortf', 'phpr', 'idcn', 'aggp', 'phsf', 'famg', 'bdsu', 'tmco', 'orgf', 'orga']"
186,PMC3018567,S69,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,children who were unwell at their 12-month visit were given appropriate treatment and asked to return to complete the visit procedures when well.,"['C0008059', 'C3538935', 'C0184661', 'C0439231', 'C2826704', 'C1512346', 'C0545082', 'C3640049', 'C0332177', 'C1515981', 'C2700391', 'C0025664', 'C0680063', 'C0205170', 'C3146287', 'C3272598', 'C4283957']","['Procedure (set of actions)', 'Appropriate Treatment', 'Microplate Well', 'Visit', 'WHO Temperature/Humidity Storage Condition', 'Patient Visit', 'And', 'Visit Name', 'Methods aspects', 'Good', 'month', 'Monthly (qualifier value)', 'Offspring', 'Well', 'Interventional procedure', 'Procedure Domain', 'Child']","['inpr', 'clna', 'idcn', 'aggp', 'famg', 'topp', 'ftcn', 'spco', 'mnob', 'qlco', 'tmco', 'bhvr', 'hlca']"
187,PMC3018567,S70,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"the primary outcomes were immune response at age 1 year to bcg, tetanus, and measles immunisation; incidence of malaria, diarrhoea, pneumonia, measles, and tuberculosis during infancy as diagnosed by doctors at the study clinic; and vertical hiv transmission.18","['C0025007', 'C1515981', 'C1521797', 'C0024530', 'C0039614', 'C0231330', 'C0041296', 'C0020971', 'C0042196', 'C2603343', 'C0031831', 'C0002424', 'C3541306', 'C0442592', 'C0242781', 'C0040722', 'C0301872', 'C0205225', 'C0305062', 'C0205128', 'C0439234', 'C0019682', 'C0021149', 'C2984572', 'C0032285', 'C0220856', 'C0001779']","['Vaccination', 'Plasmodium Measurement', 'HIV', 'And', 'transmission process', 'disease transmission qualifier', 'Immunization', 'Malaria Pathway', 'Pneumonia', 'Vertical', 'Clinic', 'Incidence', 'Age', 'Tuberculosis', 'Immune response', 'Malaria', 'Study', 'Infancy', 'year', 'Ambulatory Care Facilities', 'Measles', 'incidence of cases', 'Tetanus', 'tetanus toxoid vaccine, inactivated', 'disease transmission', 'Physicians', 'Primary']","['ortf', 'topp', 'mnob', 'qlco', 'virs', ' phsu', ' hcro', 'idcn', 'lbpr', 'prog', 'patf', 'imft', 'resa', ' aapp', 'npop', 'ftcn', 'tmco', 'dsyn', 'spco', 'qnco', 'orga']"
188,PMC3018567,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,planned secondary outcomes were growth and anaemia at age 1 year.,"['C0175668', 'C0220844', 'C2911660', 'C0205436', 'C0001779', 'C1515981', 'C0027627', 'C0018270', 'C1301732', 'C0002871', 'C1621966', 'C0439234']","['Neoplasm Metastasis', 'second (number)', 'Tissue Growth', 'Planned', 'growth aspects', 'And', 'Age', 'Growth', 'Secondary to', 'year', 'Anemia', 'Growth action']","['ortf', 'phpr', 'idcn', 'phsf', 'neop', 'ftcn', 'qlco', 'tmco', 'dsyn', 'orgf', 'qnco', 'orga']"
189,PMC3018567,S72,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,community-reported data for illness events were included as a secondary outcome for comparison with doctor-diagnosed illness events from clinic visits.,"['C3541888', 'C1511726', 'C1274040', 'C0205436', 'C0221423', 'C3245479', 'C0441471', 'C0008952', 'C0027627', 'C0011900', 'C0009462', 'C1707455', 'C3714741', 'C0031831', 'C0175668', 'C2348314']","['Neoplasm Metastasis', 'Data (eukaryote)', 'CDISC Events Class', 'Clinic Visits', 'second (number)', 'Data call receiving device', 'Diagnosis', 'Comparison', 'Illness (finding)', 'Physicians', 'Doctor - Title', 'Secondary to', 'Data', 'Result', 'Community', 'Event']","['sosy', 'grup', 'idcn', 'acty', 'clas', 'prog', 'neop', 'medd', 'ftcn', 'cnce', 'qlco', 'euka', 'hlca', 'diap', 'qnco', 'evnt']"
190,PMC3018567,S73,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,we also considered two additional unplanned secondary outcomes: infant mortality and asymptomatic malaria (presence of malaria parasitaemia) at 1 year of age.,"['C3541306', 'C0439234', 'C2984572', 'C0205436', 'C0150312', 'C4698437', 'C0001779', 'C0392148', 'C0231221', 'C1515981', 'C0027627', 'C0021278', 'C0205448', 'C1524062', 'C0175668', 'C0024530']","['year', 'Neoplasm Metastasis', 'Plasmodium Measurement', 'second (number)', 'Malaria', 'Additional', 'And', 'Present', 'Age', 'Providing presence (regime/therapy)', 'Unplanned', 'Two', 'Malaria Pathway', 'Infant Mortality', 'symptomless', 'Secondary to']","['idcn', 'lbpr', 'topp', 'neop', 'ftcn', 'fndg', 'qlco', 'tmco', 'dsyn', 'qnco', 'orga']"
191,PMC3018567,S74,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,cytokine responses at 1 year of age to crude culture filtrate proteins of mycobacterium tuberculosis (ccfp) were measured as an indicator of response to bcg immunisation.,"['C0026926', 'C1704632', 'C0199804', 'C0079189', 'C0439234', 'C0430400', 'C4317078', 'C2242979', 'C0001779', 'C1235732', 'C1706817', 'C1522602', 'C0021212', 'C0220814', 'C2911692', 'C0010453', 'C0033684', 'C0871261']","['Response process', 'Microbial culture (procedure)', 'Disease Response', 'Mycobacterium tuberculosis', 'Proteins', 'Anthropological Culture', 'Response (communication)', 'Age', 'Indicators', 'Response (statement)', 'Cultural aspects', 'Indicator', 'Mycobacterium Tuberculosis Measurement', 'Vaccination against tuberculosis', 'year', 'Indicator bird', 'cytokine', 'Laboratory culture']","['bacs', 'inpr', 'idcn', 'bird', 'lbpr', 'topp', 'irda', 'ftcn', 'fndg', 'tmco', 'bact', 'imft', 'menp', ' aapp', 'orga']"
192,PMC3018567,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,cytokine responses at age 1 year to tetanus toxoid were measured as an indicator of response to tetanus immunisation.,"['C1704632', 'C0079189', 'C0439234', 'C0305062', 'C3541902', 'C1235732', 'C0020971', 'C0042196', 'C0039614', 'C1706817', 'C1522602', 'C0021212', 'C2911692', 'C0001779', 'C0444706', 'C0871261']","['Response process', 'Measured', 'Vaccination', 'Tetanus', 'Disease Response', 'tetanus toxoid vaccine, inactivated', 'Measured Tumor Identification', 'Response (communication)', 'Age', 'Indicators', 'Response (statement)', 'Indicator', 'Immunization', 'year', 'Indicator bird', 'cytokine']","['inpr', 'bird', 'topp', 'irda', 'ftcn', 'fndg', 'qlco', 'imft', 'tmco', ' phsu', 'menp', ' aapp', 'diap', 'orga', 'dsyn']"
193,PMC3018567,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"we examined stimulated interferon-γ (type 1), interleukin-5 (type 2), interleukin-13 (type 2), and interleukin-10 (regulatory) responses in a whole-blood assay, as previously described.23","['C0441729', 'C0021759', 'C1699802', 'C1515981', 'C0243073', 'C0220905', 'C1702088', 'C4085652', 'C0229664', 'C0441730', 'C1704735', 'C0214743', 'C0444667', 'C0005767', 'C1522550', 'C0085295', 'C1510438', 'C0005768', 'C2983956', 'C4085651', 'C0005507', 'C1334121', 'C0871261']","['Assay', 'assay qualifier', 'In Blood', 'And', 'IL5 gene', 'Whole', 'Type 1', 'IL10 protein, human', 'Blood', 'Interleukin-10', 'Regulator', 'Bristol Stool Type 2', 'Recombinant Interleukin-10', 'Biological Assay', 'Interleukin-5', 'Type 2', 'Interleukin-13', 'regulatory', 'IL5 protein, human', 'Response process', 'Human Interleukin-10 (Nonglycosylated)', 'Bristol Stool Type 1', 'peripheral blood']","['bacs', 'rnlw', 'idcn', 'lbpr', 'gngm', 'clas', 'fndg', 'cnce', 'bdsu', 'imft', 'qlco', ' phsu', ' aapp', 'qnco', 'orga']"
194,PMC3018567,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"total serum igg, igg4, and ige responses to tetanus toxoid were measured by elisa (webappendix p 1).","['C2828357', 'C0439810', 'C1515981', 'C0229671', 'C4049862', 'C0020860', 'C1546774', 'C0871261', 'C0014441', 'C1550100', 'C0305062']","['Response process', 'Enzyme-Linked Immunosorbent Assay', 'tetanus toxoid vaccine, inactivated', 'And', 'Specimen Type - Serum', 'IgG4 immunoglobulin complex', 'Serum', 'Total', 'Immunoglobulin IgG4', 'Specimen Source Codes - Serum', 'Immunoglobulin G Subclass 4 Measurement']","['inpr', 'idcn', 'lbpr', 'celc', 'bdsu', 'imft', 'qlco', ' phsu', ' aapp', 'orga']"
195,PMC3018567,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"total serum measles-specific igg was measured by elisa (dade behring/siemens, eschborn, germany) according to the manufacturer's protocol.","['C3715209', 'C0947322', 'C0205369', 'C0017480', 'C4282383', 'C0025007', 'C0439810', 'C0229671', 'C0046889', 'C1546774', 'C2599718', 'C1522729', 'C1507394', 'C0442711', 'C0014441', 'C1550100', 'C2348563', 'C1551054', 'C1552740']","['Manufacturer Name', 'Protocol - answer to question', 'Entity Determiner - specific', 'Enzyme-Linked Immunosorbent Assay', 'Clinical trial protocol', 'REMS Protocol', 'Specific qualifier value', 'Specimen Type - Serum', 'Clinical trial protocol document', 'Units Of Measure - Siemens', ""3,3'-diallyldiethylstilbestrol"", 'Serum', 'Protocols documentation', 'Study Protocol', 'Germany', 'Total', 'Library Protocol', 'Specimen Source Codes - Serum', 'Measles']","['inpr', 'geoa', 'lbpr', 'fndg', 'bdsu', 'orch', 'qlco', 'dsyn', 'qnco']"
196,PMC3018567,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Procedures,"immunological assays were done after all samples had been obtained, in a randomised sequence (by use of a computer-generated random number sequence), to avoid confounding of secular trends with variations in assay performance.","['C0243073', 'C0009622', 'C0439605', 'C0205419', 'C0237753', 'C0681685', 'C1519249', 'C0034656', 'C3853789', 'C0004793', 'C1510438', 'C0042153', 'C0457083', 'C0449788', 'C0444868', 'C0597198', 'C0162327', 'C1882330', 'C0005507', 'C0162326']","['Sequence - TransmissionRelationshipTypeCode', 'Assay', 'Base Sequence', 'Count of entities', 'Biological Assay', 'Randomization', 'assay qualifier', 'secular trend', 'Computers', 'DNA Sequence', 'All', 'Random', 'Numbers', 'utilization qualifier', 'RNA Sequence', 'performance - action', 'Performance', 'Sequence', 'Usage', 'Variant']","['inpr', 'nusq', 'inbe', 'lbpr', 'acty', 'ftcn', 'mnob', 'qlco', 'tmco', 'resa', 'qnco']"
