,PMCID,sentence_id,CONSORT_Item,labels,section,text
329,PMC3070271,S35,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"inclusion criteria were age 2–20 years, a diagnosis of sjia,1 more than 6 months' disease duration, active systemic disease (disease-related fever and/or c-reactive protein (crp) >20 mg/l and/or first hour erythrocyte sedimentation rate (esr) >20) and significant overall disease activity at day 1 (d1) (at least three of the following criteria: (1) physician global assessment of disease activity ≥20/100; (2) parent/patient assessment of disease effect on overall wellbeing ≥20/100; (3) childhood health assessment questionnaire score ≥0.375/3; (4) ≥2 joints with active arthritis; (5) ≥2 joints with non-irreversible limited range of motion and (6) esr ≥30) despite oral prednisone or prednisolone ≥0.3 mg/kg or 10 mg/day (whichever was lower)."
330,PMC3070271,S36,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"female subjects entering the study were prepubescent, sexually inactive or required to use effective contraception."
331,PMC3070271,S37,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,exclusion criteria included previous treatment with an il-1 inhibitor or any condition contraindicating immunosuppressive treatment.
332,PMC3070271,S38,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"intravenous or intra-articular steroids, immunosuppressive drugs and disease-modifying antirheumatic drugs (dmards) had to be stopped at least 1 month before study onset or for longer periods of time depending on their half-life."
333,PMC3070271,S39,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"all patients entering the study, and their parents for patients aged <18, gave written informed consent."
334,PMC3070271,S41,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,the study was approved by the local independent ethics committee and consisted of two parts (figure 1).
335,PMC3070271,S42,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"part 1 was a randomised, double-blind, placebo-controlled phase."
336,PMC3070271,S43,"['8a', '5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",Study design,"at d1, eligible patients were randomised to receive either anakinra or placebo (1:1) from d1 to month 1 (m1) using a computer-generated random list."
337,PMC3070271,S44,['8b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Study design,patients were stratified by centres and randomisation was balanced across treatments and centres.
338,PMC3070271,S45,['8b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Study design,"the randomisation information included the randomisation number, the centre, the assigned treatment and the date of randomisation."
339,PMC3070271,S46,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"investigators, other caregivers, the patients and their parents remained blinded to the assigned treatment."
340,PMC3070271,S47,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,the primary objective was to demonstrate a higher proportion of responders in group 1 than group 2.
341,PMC3070271,S48,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,no immunosuppressive drugs or dmards were allowed during the trial.
342,PMC3070271,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,non-steroidal anti-inflammatory drugs and corticosteroids had to be taken at stable dosage for 1 month before d1 and until m1.
343,PMC3070271,S50,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,figure 1 study design.
344,PMC3070271,S51,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"*measurement of serum amyloid a and ferritin levels, assessment of the percentage of glycosylated ferritin, gene expression profiling analysis and cytokine measurements."
345,PMC3070271,S52,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,†measurement of the concentration of anakinra in plasma (pharmacokinetic analyses).
346,PMC3070271,S53,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,‡measurement of serum anti-pneumococcal antibodies.
347,PMC3070271,S54,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"d, day; m, month."
348,PMC3070271,S55,"['3a', '5']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,part 2 was an open-label treatment period: all patients received anakinra after m1.
349,PMC3070271,S56,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,"tapering the dose of corticosteroids was allowed after the m1 visit (reduction of 0.4–0.5 mg/kg monthly for daily doses of ≥1.5 mg/kg, 0.3–0.4 mg/kg for doses between 1 and 1.5 mg/kg, 0.2–0.3 mg/kg between 0.6 and 1 mg/kg, 0.1–0.2 mg/kg between 0.3 and 0.6 mg/kg, ≤0.10 mg/kg for doses <0.3 mg/kg)."
350,PMC3070271,S57,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"measurement of serum amyloid a (saa) and ferritin levels and the percentage of glycosylated ferritin were performed at d1, m1 and m6."
351,PMC3070271,S58,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"total ferritin concentration was measured on a dimension rxl hm according to the guidelines of the manufacturer (dade behring, paris, france)."
352,PMC3070271,S59,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"glycosylated ferritin was determined according to the method of worwood et al,11 with minor modifications as previously described.12"
353,PMC3070271,S60,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,pharmacokinetic (pk) analyses were performed on blood taken at m2 and m6.
354,PMC3070271,S61,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"concentrations of anakinra in plasma samples were determined using the antibody (ab) elisa purchased from r&d systems (minneapolis, minnesota, usa)."
355,PMC3070271,S62,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,patients who were naive from anti-pneumococcal immunisation received pneumo23 immunisation at d1 in order to assess at m1 and m12 the effect of anakinra treatment on anti-pneumococcal ab response to five capsular polysaccharides.13
356,PMC3070271,S64,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Gene expression profiling and cytokine measurements,"blood samples were collected in tempus tubes (abi, foster city, california, usa) from the patients at d1, m1 and m6 and from age and gender-matched healthy controls."
357,PMC3070271,S66,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Transcriptional module-based analysis,this mining strategy has been described in detail elsewhere.14
358,PMC3070271,S67,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Transcriptional module-based analysis,"in this study, refseq ids were used to match probes between the affymetrix u133 platform, which was used to generate the original set of modules using pbmc expression data,14 and illumina hu6 platform, which was used to hybridise whole blood samples from patients enrolled in this study and healthy controls."
359,PMC3070271,S68,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Transcriptional module-based analysis,unambiguous matches in illumina were found for 2109 out of the 5348 affymetrix probe sets.
360,PMC3070271,S69,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Transcriptional module-based analysis,illumina modules containing <10 genes were not included in the analysis.
361,PMC3070271,S71,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Cytokine multiplex analysis,"serum samples were analysed using the cytokine assay kit (bio-rad, hercules, california, usa) according to the manufacturer's protocol."
362,PMC3070271,S73,"['5', '6a']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","the primary objective was to compare the efficacy after 1 month's treatment with anakinra (2 mg/kg subcutaneously daily, maximum 100 mg) or placebo in the two groups of patients."
363,PMC3070271,S74,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","to be responders to a modified american college of rheumatology pediatric (acrpedi) 30 score built for the purpose of the trial, patients had to fulfil the three following conditions: (1) acrpedi 30 response15; (2) absence of disease-related fever (body temperature <38°c over the past 8 days) and (3) 50% decrease compared with d1 or normalisation of both crp and esr values."
364,PMC3070271,S75,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","modified acrpedi 30, 50, 70 and 100 responses, assessed throughout the study, included an improvement of 30%, 50%, 70% or more and 100% respectively, in at least three of the six core criteria for juvenile rheumatoid arthritis and a worsening of 30 or more in no more than one of the criteria."
365,PMC3070271,S76,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","the criteria were the physician's global assessment of disease activity and the patient's or the parents' global assessment of overall wellbeing, the number of joints with active arthritis, the number of joints with limited range of motion, the childhood health assessment questionnaire and esr.15"
366,PMC3070271,S77,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","a disease flare was defined as either (1) a reoccurrence of disease-related fever or any systemic symptom, or (2) an increase by twofold of either the esr or crp value, or (3) a worsening of ≥30% in at least three of the six acrpedi core criteria and an improvement of ≥30% in no more than one of the criteria."
367,PMC3070271,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","if the number of joints with active arthritis was used as a criterion of flare and the patient initially had no active joints or only one active joint, an increase in the number of joints with active arthritis to at least two was required."
368,PMC3070271,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures","we also aimed to assess the number of patients who reached m6 with inactive disease, as defined by wallace et al16 under a daily dose of predniso(lo)ne <0.3 mg/kg or 10 mg, whichever was lower."
369,PMC3070271,S80,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures",adverse events (aes) were recorded throughout the study.
370,PMC3070271,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures",specific procedures were set up for serious aes (saes).
371,PMC3070271,S82,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Assessment, outcome and safety measures",this trial was registered at http://www.clinicaltrials.gov (registration number: nct00339157).
372,PMC3070271,S84,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Data analysis,"we expected at least 60% difference in the percentage of patients obtaining improvement in the anakinra-treated group (group 1) compared with the control group (group 2), with no more than 10% patients improving in group 2."
373,PMC3070271,S85,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Data analysis,"given a 5% type i error, a 20% type ii error and a two-sided fisher exact test, 12 patients per group were required."
374,PMC3070271,S86,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Data analysis,an intention-to-treat analysis was retained.
375,PMC3070271,S87,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Data analysis,"to explore whether each variable from the acrpedi score, crp, saa and/or parent/patient assessment of pain were associated with response to treatment, the ratio (value at inclusion − value at m1)/value at inclusion, was compared in both groups."
376,PMC3070271,S88,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Data analysis,"qualitative and quantitative data were compared using wilcoxon test and fisher exact test, respectively."
377,PMC3070271,S89,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Data analysis,the r statistical software was used for statistical analysis.
378,PMC3076731,S34,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,members of the british society for paediatric endocrinology and diabetes recruited patients from participating paediatric endocrinology departments in uk hospitals.
379,PMC3076731,S35,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,"inclusion criteria for participation of patients were karyotype confirmed turner’s syndrome (all karyotypes were eligible, including mosaic), age 7-13 years, no previous growth hormone treatment or previous treatment in the range 8.3-11.7 mg/m2/week in five to seven injections a week, no previous oxandrolone and oestrogen therapy, and open epiphyses."
380,PMC3076731,S36,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Participants,exclusion criteria were major systemic illness that might affect growth and social or psychological difficulties likely to seriously impair concordance.
381,PMC3076731,S38,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"we devised a double blind, placebo controlled, randomised controlled trial, including two randomisations in a two by two factorial design."
382,PMC3076731,S39,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,figure 1 shows the flow chart of the design and participants.
383,PMC3076731,S40,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"a steering committee (british society for paediatric endocrinology and diabetes clinical trials/audit group) supervised the study, and an independent data and safety monitoring group was established."
384,PMC3076731,S41,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,all participants’ parents gave written informed consent.
385,PMC3076731,S42,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"fig 1 flow chart of participation in uk turner study according to treatment groups, completions, and withdrawals."
386,PMC3076731,S43,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"*withdrawn before 12 years of age (that is, randomised only at randomisation 1 to oxandrolone or placebo)."
387,PMC3076731,S44,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,†aged ≥12.25 years at recruitment; oestrogen treatment started at 14 years with no randomisation.
388,PMC3076731,S45,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"‡withdrawn after 12 years of age (that is, randomised at randomisation 1 to oxandrolone or placebo and at randomisation 2 if oestrogen treatment needed)"
389,PMC3076731,S47,['8b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Randomisation and masking,"the british society for paediatric endocrinology and diabetes clinical trials unit (cambridge, uk) used minimisation by weighted randomisation for the study’s two randomisations.20"
390,PMC3076731,S48,"['10', '5']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"randomisation 1, to oxandrolone or placebo, took place at age 9 years (or at enrolment, if older) and was balanced for enrolling centre, quarter of mid-parental height, and previous exposure to growth hormone treatment."
391,PMC3076731,S49,"['10', '5']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"randomisation 2 took place at age 12 years in girls with ovarian failure (basal serum follicle stimulating hormone concentration >10 u/l), with additional minimisation for randomisation 1, to begin oral ethinylestradiol or placebo at 12 years; the placebo group subsequently started ethinylestradiol at 14 years."
392,PMC3076731,S50,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,"girls with a follicle stimulating hormone concentration below 10u/l and a karyotype associated with preservation of ovarian function (45,x/46,xx and 45,x/47,xxx21) (the spontaneous puberty group) were not randomised at randomisation 2."
393,PMC3076731,S51,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,girls with other karyotypes were tested for concentrations of gonadotrophin releasing hormone and were randomised at randomisation 2 if the peak follicle stimulating hormone concentration was above 30 u/l.
394,PMC3076731,S52,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Randomisation and masking,participants enrolled after the age of 12.25 years and without spontaneous puberty (the late group) started ethinylestradiol at 14 years.
395,PMC3076731,S54,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Treatment,all participants received the growth hormone preparation of their choice at 10 mg/m2/week in daily subcutaneous injections.
396,PMC3076731,S55,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Treatment,"oral oxandrolone (spa, milan, italy) was given at 0.05 mg/kg/day, with a maximum daily dose of 2.5 mg."
